image,caption,lengths,new_caption
2497074804_b4f3e7fd90.jpg,Man poses on street corner .,6,man poses on street corner .
2497420371_74788d7ba1.jpg,A man gathers his belongings by the side of a building .,12,man gathers his belongings by the side of building .
2497608431_8dfefc7a1a.jpg,man throwing stick and dog watching,6,man throwing stick and dog watching .
2498897831_0bbb5d5b51.jpg,Three young girls pose together outside .,7,three young girls pose together outside .
2500354186_0836309cc9.jpg,A small child is carrying a large hoop .,9,small child is carrying large hoop .
2500567791_101d5ddee3.jpg,Dog chasing brown cow and black cow,7,dog chasing brown cow and black cow .
2500826039_165e75b20c.jpg,A couple kisses .,4,couple kisses .
2501595799_6316001e89.jpg,A little boy is jumping into an outdoor kiddie pool,10,little boy is jumping into an outdoor kiddie pool .
2501742763_b2cb322087.jpg,A black dog is running in the yard,8,black dog is running in the yard .
2501942587_e59b91d1da.jpg,People standing outside at a carnival .,7,people standing outside at carnival .
2501968935_02f2cd8079.jpg,A man on the street wearing leather chaps and a chainmail codpiece .,13,man on the street wearing leather chaps and chainmail codpiece .
2502007071_82a8c639cf.jpg,A group of people in front of a house .,10,group of people in front of house .
2502079538_10ef2e976b.jpg,a camel carries two peoples stuff .,7,camel carries two peoples stuff .
2502354602_f4d6dcf42d.jpg,A groom and a bride with a strapless dress .,10,groom and bride with strapless dress .
2502782508_2c8211cd6b.jpg,A man on a park bench reads a novel .,10,man on park bench reads novel .
2502835694_4fe121bbea.jpg,people gather in front of building for speech,8,people gather in front of building for speech .
2502856739_490db7a657.jpg,Three dogs at the park .,6,three dogs at the park .
2502905671_c6039804ab.jpg,A man playing with his dog on a beach,9,man playing with his dog on beach .
2502935765_a0ae1fa7be.jpg,a kid playing in the playground,6,kid playing in the playground .
2503629305_055e9ec4b1.jpg,A dog runs through the grass .,7,dog runs through the grass .
2504056718_25ded44ecb.jpg,Black and white dog leaping for Frisbee .,8,black and white dog leaping for frisbee .
250406927_a5028a31d4.jpg,A dog plays with a soccer ball .,8,dog plays with soccer ball .
2504277798_936a09c74d.jpg,A woman shoots at target practice .,7,woman shoots at target practice .
2504764590_cf017c2a6e.jpg,Someone is at the water 's edge with two dogs .,11,someone is at the water 's edge with two dogs .
2504991916_dc61e59e49.jpg,Two people are walking towards a lays truck .,9,two people are walking towards lays truck .
2505056124_1276e8dbcb.jpg,A child flying a kite .,6,child flying kite .
2505360288_c972bd29c4.jpg,A small brown dog playing with bubbles in grass .,10,small brown dog playing with bubbles in grass .
2505465055_f1e6cf9b76.jpg,A tan dog runs through the brush .,8,tan dog runs through the brush .
2505988632_9541f15583.jpg,A girl jumping over a jump rope .,8,girl jumping over jump rope .
2506892928_7e79bec613.jpg,Three children pose among wildflowers .,6,three children pose among wildflowers .
2507182524_7e83c6de82.jpg,A dog chases a ball through dirt .,8,dog chases ball through dirt .
2507312812_768b53b023.jpg,A black dog is chasing another dog along the beach .,11,black dog is chasing another dog along the beach .
2508249781_36e9282423.jpg,The woman sits on the steps outside .,8,the woman sits on the steps outside .
2508313118_524e93d48c.jpg,A brown dog chases a Frisbee,6,brown dog chases frisbee .
2508918369_2659db1cb6.jpg,Two kids play in a pool .,7,two kids play in pool .
250892549_1e06a06a78.jpg,Two dogs in a grassy park playing .,8,two dogs in grassy park playing .
2509824208_247aca3ea3.jpg,A brown dog running through the grass .,8,brown dog running through the grass .
2510020918_b2ca0fb2aa.jpg,A boy in a tube,5,boy in tube .
2510029990_7014f907cb.jpg,The boy is sliding down a metal slide .,9,the boy is sliding down metal slide .
2510197716_fddca0ac75.jpg,A child on a swing .,6,child on swing .
2510560080_1439fe32f2.jpg,Kids are riding horses in a ring .,8,kids are riding horses in ring .
251056963_c8b67f0107.jpg,a black dog runs on a platform .,8,black dog runs on platform .
2511019188_ca71775f2d.jpg,Two dogs are catching blue Frisbees in grass .,9,two dogs are catching blue frisbees in grass .
2511762757_bd0ab0a017.jpg,Dog running and jumping high bars .,7,dog running and jumping high bars .
2512682478_b67cc525c7.jpg,One boy pushes another on a swing .,8,one boy pushes another on swing .
2512683710_991c9d466d.jpg,A sailboat in the water .,6,sailboat in the water .
2512876666_9da03f9589.jpg,A man and a dog stand on a black rocky mountain .,12,man and dog stand on black rocky mountain .
2513260012_03d33305cf.jpg,Black dog chasing brown dog through snow,7,black dog chasing brown dog through snow .
2514581496_8f4102377e.jpg,A white dog tries to climb on the countertop .,10,white dog tries to climb on the countertop .
2514612680_b0d2d77099.jpg,"A man walking reads a wall asking "" Where are you ? "" .",14,"man walking reads wall asking "" where are you ? "" ."
2515247156_c1b759fc33.jpg,A boy goes down a blue slide with his eyes closed .,12,boy goes down blue slide with his eyes closed .
251586160_a31b187a37.jpg,Black dog running while man looks on .,8,black dog running while man looks on .
2516317118_10ae66b87a.jpg,The child is sticking paper letters to a wooden wall .,11,the child is sticking paper letters to wooden wall .
2517082705_93bc9f73ec.jpg,A boy running through green grass .,7,boy running through green grass .
2517284816_9b8fd3c6b6.jpg,A crowd of children .,5,crowd of children .
251792066_b5233b3d86.jpg,A dog catching a toy in its mouth .,9,dog catching toy in its mouth .
2518094853_dfce24ce8c.jpg,Large dog running in the field .,7,large dog running in the field .
2518219912_f47214aa16.jpg,The little girl is holding a yellow hose for a brown dog .,13,the little girl is holding yellow hose for brown dog .
2518508760_68d8df7365.jpg,A muzzled race dog running,5,muzzled race dog running .
2518853257_02f30e282e.jpg,Two people in chairs reading .,6,two people in chairs reading .
2519483556_2b1632a18c.jpg,The three girls have pillows .,6,the three girls have pillows .
251958970_fa6b423f23.jpg,A man stands near a crowd holding a protest sign .,11,man stands near crowd holding protest sign .
2519594430_551225e5bd.jpg,The dog is walking with a toy .,8,the dog is walking with toy .
2519812011_f85c3b5cb5.jpg,Child runs through city fountain,5,child runs through city fountain .
2520255786_b70a3ec032.jpg,A boy jumps from a swing set .,8,boy jumps from swing set .
2520909293_9bb7f7364e.jpg,A man in midair holding his bike 's handlebars,9,man in midair holding his bike 's handlebars .
2521062020_f8b983e4b2.jpg,A man and a boy preparing to go up a climbing wall .,13,man and boy preparing to go up climbing wall .
2521213787_ca9b5a1758.jpg,Blue race car driving down narrow road,7,blue race car driving down narrow road .
252124738_796599e94b.jpg,A couple sitting together while the man eats corn .,10,couple sitting together while the man eats corn .
2521770311_3086ca90de.jpg,A boy holds a picture over his head .,9,boy holds picture over his head .
2521878609_146143708e.jpg,kid eating pasta,3,kid eating pasta .
2521938720_911ac092f7.jpg,Guy playing cricket lying on the grass,7,guy playing cricket lying on the grass .
2521938802_853224f378.jpg,A cricket batsman swinging,4,cricket batsman swinging .
2521983429_33218366bd.jpg,A man and dog on a rocky seashore .,9,man and dog on rocky seashore .
2522230304_1581d52961.jpg,A man climbs a rock .,6,man climbs rock .
2522297487_57edf117f7.jpg,An older lady holds a toddler while another boy watches .,11,an older lady holds toddler while another boy watches .
2522467011_cc825d89ac.jpg,a girl in a red skirt with some hula hoops,10,girl in red skirt with some hula hoops .
2522540026_6ee8ab4c6a.jpg,Blue and silver car going around curve being watched by people standing in grass,14,blue and silver car going around curve being watched by people standing in grass .
2522809984_2e8a7df4fb.jpg,A black dog swimming .,5,black dog swimming .
2524003134_580e74328b.jpg,A dog standing in water .,6,dog standing in water .
2524084967_a5e011b73d.jpg,A trick cyclist takes air .,6,trick cyclist takes air .
252504549_135b0db5a3.jpg,a dog having fun with a tennis ball,8,dog having fun with tennis ball .
2525232298_cf42d415ab.jpg,A man rock climbs .,5,man rock climbs .
2525270674_4ab536e7ec.jpg,Dog catching Frisbee .,4,dog catching frisbee .
2525455265_f84ba72bd7.jpg,A young woman sits on a bench .,8,young woman sits on bench .
2525666287_638ab5e784.jpg,Two people wait on a bench .,7,two people wait on bench .
2525716531_e6dedee421.jpg,A man trains a dog to attack .,8,man trains dog to attack .
252578659_9e404b6430.jpg,A dog prepares to heard three sheep with horns .,10,dog prepares to heard three sheep with horns .
2526041608_a9775ab8d7.jpg,Two boys playing football on opposing teams .,8,two boys playing football on opposing teams .
2526585002_10987a63f3.jpg,two men huddle around a dog .,7,two men huddle around dog .
2527163162_d0fb802992.jpg,A boy wearing a Scottish kilt holding a large stick,10,boy wearing scottish kilt holding large stick .
2527303359_6c3dc3f282.jpg,A girl walking on a beach barefoot .,8,girl walking on beach barefoot .
2527713011_b0ec25aa54.jpg,A global group race car .,6,global group race car .
252802010_3d47bee500.jpg,two dogs playing,3,two dogs playing .
252846811_7b250935a7.jpg,Two dogs play,3,two dogs play .
2528489543_546c1ca81f.jpg,One blue and one green water slide .,8,one blue and one green water slide .
2528521798_fb689eba8d.jpg,A white car racing in the dirt and water,9,white car racing in the dirt and water .
2528547068_7d37479b9b.jpg,A race car drives through a dirt-covered racetrack .,9,race car drives through dirt-covered racetrack .
2528552898_9e49a7033f.jpg,A yellow car is driving away from the water .,10,yellow car is driving away from the water .
2529116152_4331dabf50.jpg,a man break dances .,5,man break dances .
2529205842_bdcb49d65b.jpg,Two basketball players are scrambling for the ball on the court .,12,two basketball players are scrambling for the ball on the court .
2531531628_b4a5041680.jpg,A girl sticks out her tongue on a bench .,10,girl sticks out her tongue on bench .
2531837969_6f28637811.jpg,A man stands on a cliff overlooking the ocean .,10,man stands on cliff overlooking the ocean .
2531942624_c3c072064e.jpg,A boy runs through the sand .,7,boy runs through the sand .
2532262109_87429a2cae.jpg,Girls in school uniforms .,5,girls in school uniforms .
2532294586_4cd76a837d.jpg,a young girl rides a rubber horse .,8,young girl rides rubber horse .
2533010184_ef2fd71297.jpg,A woman wearing a headscarf is near many tulips .,10,woman wearing headscarf is near many tulips .
2533076864_d799996433.jpg,An elderly woman collects recyclable trash .,7,an elderly woman collects recyclable trash .
2533414541_362bf043bb.jpg,A race car is observed by the crowd .,9,race car is observed by the crowd .
2533424347_cf2f84872b.jpg,A race car blows smoke while it drives .,9,race car blows smoke while it drives .
2533642917_a5eace85e6.jpg,Little boy knee-deep in water .,6,little boy knee-deep in water .
2534194182_ac53035cf4.jpg,A marching band performing .,5,marching band performing .
2534424894_ccd091fcb5.jpg,A little girl is jumping down a sandy hill .,10,little girl is jumping down sandy hill .
2534502836_7a75305655.jpg,A small dog runs through a grassy field .,9,small dog runs through grassy field .
2534652796_c8a23288ab.jpg,Two children are hopping on inflatable balls .,8,two children are hopping on inflatable balls .
2535746605_8124bf4e4f.jpg,A girl in a red sweater runs on the grass .,11,girl in red sweater runs on the grass .
2537119659_fa01dd5de5.jpg,A girl drives a toy truck while a young boy plays behind her,13,girl drives toy truck while young boy plays behind her .
2537197415_af7c30dfc8.jpg,A child playing in an inflatable pool .,8,child playing in an inflatable pool .
2537583012_4a358a6a8a.jpg,Two boys rollerblading .,4,two boys rollerblading .
253762507_9c3356c2f6.jpg,Trash spills out of a subway door .,8,trash spills out of subway door .
2538423833_d1f492d1fb.jpg,a young noy plays with a dog .,8,young noy plays with dog .
